project,release,maven_reuse,maven_release,class_count,synchronizedMethodsQty_sum,synchronizedMethodsQty_average,synchronizedMethodsQty_stdev,synchronizedMethodsQty_median,synchronizedMethodsQty_min,synchronizedMethodsQty_max,parenthesizedExpsQty_sum,parenthesizedExpsQty_average,parenthesizedExpsQty_stdev,parenthesizedExpsQty_median,parenthesizedExpsQty_min,parenthesizedExpsQty_max,lcom_sum,lcom_average,lcom_stdev,lcom_median,lcom_min,lcom_max,publicMethodsQty_sum,publicMethodsQty_average,publicMethodsQty_stdev,publicMethodsQty_median,publicMethodsQty_min,publicMethodsQty_max,staticFieldsQty_sum,staticFieldsQty_average,staticFieldsQty_stdev,staticFieldsQty_median,staticFieldsQty_min,staticFieldsQty_max,publicFieldsQty_sum,publicFieldsQty_average,publicFieldsQty_stdev,publicFieldsQty_median,publicFieldsQty_min,publicFieldsQty_max,lambdasQty_sum,lambdasQty_average,lambdasQty_stdev,lambdasQty_median,lambdasQty_min,lambdasQty_max,logStatementsQty_sum,logStatementsQty_average,logStatementsQty_stdev,logStatementsQty_median,logStatementsQty_min,logStatementsQty_max,tryCatchQty_sum,tryCatchQty_average,tryCatchQty_stdev,tryCatchQty_median,tryCatchQty_min,tryCatchQty_max,maxNestedBlocksQty_sum,maxNestedBlocksQty_average,maxNestedBlocksQty_stdev,maxNestedBlocksQty_median,maxNestedBlocksQty_min,maxNestedBlocksQty_max,wmc_sum,wmc_average,wmc_stdev,wmc_median,wmc_min,wmc_max,rfc_sum,rfc_average,rfc_stdev,rfc_median,rfc_min,rfc_max,privateMethodsQty_sum,privateMethodsQty_average,privateMethodsQty_stdev,privateMethodsQty_median,privateMethodsQty_min,privateMethodsQty_max,defaultMethodsQty_sum,defaultMethodsQty_average,defaultMethodsQty_stdev,defaultMethodsQty_median,defaultMethodsQty_min,defaultMethodsQty_max,nosi_sum,nosi_average,nosi_stdev,nosi_median,nosi_min,nosi_max,visibleFieldsQty_sum,visibleFieldsQty_average,visibleFieldsQty_stdev,visibleFieldsQty_median,visibleFieldsQty_min,visibleFieldsQty_max,uniqueWordsQty_sum,uniqueWordsQty_average,uniqueWordsQty_stdev,uniqueWordsQty_median,uniqueWordsQty_min,uniqueWordsQty_max,synchronizedFieldsQty_sum,synchronizedFieldsQty_average,synchronizedFieldsQty_stdev,synchronizedFieldsQty_median,synchronizedFieldsQty_min,synchronizedFieldsQty_max,stringLiteralsQty_sum,stringLiteralsQty_average,stringLiteralsQty_stdev,stringLiteralsQty_median,stringLiteralsQty_min,stringLiteralsQty_max,anonymousClassesQty_sum,anonymousClassesQty_average,anonymousClassesQty_stdev,anonymousClassesQty_median,anonymousClassesQty_min,anonymousClassesQty_max,mathOperationsQty_sum,mathOperationsQty_average,mathOperationsQty_stdev,mathOperationsQty_median,mathOperationsQty_min,mathOperationsQty_max,returnQty_sum,returnQty_average,returnQty_stdev,returnQty_median,returnQty_min,returnQty_max,modifiers_sum,modifiers_average,modifiers_stdev,modifiers_median,modifiers_min,modifiers_max,lcc_sum,lcc_average,lcc_stdev,lcc_median,lcc_min,lcc_max,abstractMethodsQty_sum,abstractMethodsQty_average,abstractMethodsQty_stdev,abstractMethodsQty_median,abstractMethodsQty_min,abstractMethodsQty_max,protectedFieldsQty_sum,protectedFieldsQty_average,protectedFieldsQty_stdev,protectedFieldsQty_median,protectedFieldsQty_min,protectedFieldsQty_max,numbersQty_sum,numbersQty_average,numbersQty_stdev,numbersQty_median,numbersQty_min,numbersQty_max,staticMethodsQty_sum,staticMethodsQty_average,staticMethodsQty_stdev,staticMethodsQty_median,staticMethodsQty_min,staticMethodsQty_max,assignmentsQty_sum,assignmentsQty_average,assignmentsQty_stdev,assignmentsQty_median,assignmentsQty_min,assignmentsQty_max,finalFieldsQty_sum,finalFieldsQty_average,finalFieldsQty_stdev,finalFieldsQty_median,finalFieldsQty_min,finalFieldsQty_max,dit_sum,dit_average,dit_stdev,dit_median,dit_min,dit_max,totalMethodsQty_sum,totalMethodsQty_average,totalMethodsQty_stdev,totalMethodsQty_median,totalMethodsQty_min,totalMethodsQty_max,loopQty_sum,loopQty_average,loopQty_stdev,loopQty_median,loopQty_min,loopQty_max,defaultFieldsQty_sum,defaultFieldsQty_average,defaultFieldsQty_stdev,defaultFieldsQty_median,defaultFieldsQty_min,defaultFieldsQty_max,loc_sum,loc_average,loc_stdev,loc_median,loc_min,loc_max,totalFieldsQty_sum,totalFieldsQty_average,totalFieldsQty_stdev,totalFieldsQty_median,totalFieldsQty_min,totalFieldsQty_max,cbo_sum,cbo_average,cbo_stdev,cbo_median,cbo_min,cbo_max,variablesQty_sum,variablesQty_average,variablesQty_stdev,variablesQty_median,variablesQty_min,variablesQty_max,protectedMethodsQty_sum,protectedMethodsQty_average,protectedMethodsQty_stdev,protectedMethodsQty_median,protectedMethodsQty_min,protectedMethodsQty_max,tcc_sum,tcc_average,tcc_stdev,tcc_median,tcc_min,tcc_max,privateFieldsQty_sum,privateFieldsQty_average,privateFieldsQty_stdev,privateFieldsQty_median,privateFieldsQty_min,privateFieldsQty_max,finalMethodsQty_sum,finalMethodsQty_average,finalMethodsQty_stdev,finalMethodsQty_median,finalMethodsQty_min,finalMethodsQty_max,innerClassesQty_sum,innerClassesQty_average,innerClassesQty_stdev,innerClassesQty_median,innerClassesQty_min,innerClassesQty_max,comparisonsQty_sum,comparisonsQty_average,comparisonsQty_stdev,comparisonsQty_median,comparisonsQty_min,comparisonsQty_max
amqp-client,5.7.3,50,"Jul, 2019",612,47,0.076797386,0.872746594,0,0,13,170,0.277777778,1.147670934,0,0,18,38378,62.70915033,448.0474355,0,0,6568,2475,4.044117647,9.008798102,2,0,107,976,1.594771242,3.896261851,0,0,55,246,0.401960784,1.50998729,0,0,24,190,0.310457516,1.532524138,0,0,18,86,0.140522876,0.982594042,0,0,19,462,0.754901961,2.222204304,0,0,22,483,0.789215686,1.224282965,0,0,10,5552,9.071895425,18.6157122,3,0,179,5708,9.326797386,18.91477313,3,0,198,415,0.678104575,2.469316318,0,0,26,366,0.598039216,4.288895884,0,0,96,1145,1.870915033,6.508310473,0,0,109,124,0.202614379,0.824021333,0,0,10,24974,40.80718954,56.95071014,23,0,596,0,0,0,0,0,0,3176,5.189542484,14.1329908,0,0,169,166,0.27124183,1.497938494,0,0,26,570,0.931372549,3.013639927,0,0,30,1493,2.439542484,6.774695755,0,0,81,22372,36.55555556,186.6386757,1,-1,1033,-16,-0.039702233,0.195501424,0,-1,0,3159,5.161764706,10.48676083,2,0,108,698,1.140522876,3.229344543,0,0,39,2292,3.745098039,12.02181836,0,0,147,208,0.339869281,1.858896065,0,0,29,3733,6.099673203,13.8549252,1,0,154,613,1.001633987,2.486295783,0,0,28,907,1.482026144,0.899902056,1,0,7,3559,5.815359477,11.99728117,2,0,134,375,0.612745098,2.040193738,0,0,23,51,0.083333333,0.483356378,0,0,5,27933,45.64215686,88.88999649,16,0,851,22,0.035947712,0.350844551,0,0,6,2850,4.656862745,6.750636895,3,0,65,3281,5.361111111,12.02814447,1,0,154,303,0.495098039,2.123435322,0,0,39,-16,-0.039702233,0.195501424,0,-1,0,103,0.168300654,1.282939184,0,0,24,45,0.073529412,0.773635937,0,0,13,92,0.150326797,0.549020754,0,0,5,541,0.883986928,3.174355888,0,0,40
android-async-http,1.4.9,99,"Sep, 2015",150,21,0.14,0.802930873,0,0,7,119,0.793333333,3.807968802,0,0,38,6598,43.98666667,264.7310649,3,0,3122,700,4.666666667,8.23290718,3,0,87,304,2.026666667,3.851168509,1,0,22,153,1.02,2.26283068,0,0,13,0,0,0,0,0,0,128,0.853333333,2.054252968,0,0,13,64,0.426666667,1.005666273,0,0,6,176,1.173333333,1.364687277,1,0,6,1633,10.88666667,19.45276042,6,0,169,1357,9.046666667,15.34582849,5,0,124,45,0.3,0.849397734,0,0,5,64,0.426666667,2.541855441,0,0,20,171,1.14,2.751521849,0,0,18,17,0.113333333,0.618904278,0,0,6,7252,48.34666667,62.24362038,28,0,525,0,0,0,0,0,0,535,3.566666667,5.679843871,1,0,32,59,0.393333333,0.749914238,0,0,4,212,1.413333333,4.161483129,0,0,36,438,2.92,5.884252674,1,0,58,10370,69.13333333,256.5262174,1,-1,1032,0,0,0,0,0,0,825,5.5,9.060386527,3,0,92,189,1.26,2.632858961,0,0,16,956,6.373333333,48.37556467,0,0,585,34,0.226666667,0.990875599,0,0,8,914,6.093333333,12.35566151,1,0,80,223,1.486666667,2.872542233,0,0,16,271,1.806666667,1.0849592,1,0,5,867,5.78,9.520638126,4,0,96,78,0.52,2.13541565,0,0,23,37,0.246666667,1.389976904,0,0,12,7470,49.8,75.54722067,25,0,642,2,0.013333333,0.115081918,0,0,1,850,5.666666667,6.045317303,4,0,47,686,4.573333333,8.838101368,1,0,62,58,0.386666667,1.079315385,0,0,9,0,0,0,0,0,0,61,0.406666667,1.528681788,0,0,13,15,0.1,0.459792775,0,0,3,14,0.093333333,0.390261772,0,0,3,279,1.86,4.628522602,0,0,38
android-gif-drawable,1.2.8,13,"Aug, 2017",67,5,0.074626866,0.316870724,0,0,2,14,0.208955224,0.616375364,0,0,4,3302,49.28358209,247.7496785,0,0,1958,291,4.343283582,9.505265269,1,0,69,117,1.746268657,2.781667712,1,0,19,21,0.313432836,0.820364945,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,21,0.313432836,0.874018154,0,0,5,52,0.776119403,1.070554876,0,0,4,725,10.82089552,20.45462486,5,0,122,572,8.537313433,13.84582681,4,0,84,76,1.134328358,4.693307687,0,0,37,101,1.507462687,6.108546259,0,0,50,139,2.074626866,6.460400196,0,0,45,30,0.447761194,1.258710043,0,0,9,3681,54.94029851,83.4385785,27,0,553,0,0,0,0,0,0,92,1.373134328,3.609061915,0,0,23,11,0.164179104,0.510407292,0,0,3,48,0.71641791,2.327737685,0,0,16,207,3.089552239,7.329333641,1,0,49,3409,50.88059701,212.6028822,1,-1,1025,-1,-0.02,0.141421356,0,-1,0,402,6,11.38845774,2,0,74,78,1.164179104,1.895744956,1,0,9,288,4.298507463,9.656235111,1,0,57,67,1,5.277166365,0,0,42,369,5.507462687,8.572989886,2,0,47,66,0.985074627,1.787943946,0,0,10,109,1.626865672,1.265340066,1,0,10,477,7.119402985,14.44060184,3,0,88,21,0.313432836,1.003160992,0,0,5,1,0.014925373,0.122169444,0,0,1,3024,45.13432836,72.06224067,20,0,438,33,0.492537313,3.331998828,0,0,27,402,6,6.312565631,4,0,37,270,4.029850746,5.964465861,2,0,31,9,0.134328358,0.457116204,0,0,3,-1,-0.02,0.141421356,0,-1,0,8,0.119402985,0.370191926,0,0,2,3,0.044776119,0.208372904,0,0,1,15,0.223880597,1.152348005,0,0,9,80,1.194029851,2.624123553,0,0,15
angular,1.3.15,0,"May, 2015",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
angular,1.3.17,5,"Jul, 2015",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
angularjs,1.2.27,24,"Nov, 2014",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
animated-gif,0.12.0,20,"Jul, 2016",1009,1,0.000993049,0.031512675,0,0,1,334,0.331678252,1.092728298,0,0,11,20793,20.64846077,81.02596076,0,0,1252,4099,4.070506455,6.138882534,2,0,76,2684,2.665342602,4.82560892,1,0,37,629,0.624627607,1.89330442,0,0,25,0,0,0,0,0,0,184,0.182720953,1.129039839,0,0,16,269,0.267130089,0.972352401,0,0,14,650,0.645481629,0.931253746,0,0,5,8924,8.861966236,13.56538592,4,0,151,9177,9.113207547,14.13872952,3,0,109,926,0.919563059,2.535725769,0,0,26,448,0.444885799,1.628123596,0,0,19,3035,3.013902681,7.120226095,0,0,91,173,0.171797418,0.886882004,0,0,12,45747,45.42899702,47.35510151,31,0,440,0,0,0,0,0,0,1463,1.452830189,5.636037608,0,0,110,230,0.228401192,0.774511791,0,0,9,1099,1.091360477,3.798816761,0,0,51,2775,2.75571003,5.459038201,1,0,54,34362,34.12313803,179.7270261,1,-1,1033,-29,-0.043413174,0.203938058,0,-1,0,4928,4.893743793,6.397659751,3,0,76,1954,1.94041708,3.833049882,0,0,37,7884,7.829195631,36.59097192,0,0,676,675,0.670307845,3.135213679,0,0,78,7147,7.097318769,14.06349075,2,0,150,1302,1.292949355,2.799918335,0,0,25,1421,1.411122145,1.012739642,1,0,14,5834,5.793445879,7.718264513,3,0,78,328,0.32571996,1.226433455,0,0,17,53,0.052631579,0.76074838,0,0,15,47772,47.43992056,74.29644905,17,0,756,221,0.219463754,1.250247892,0,0,17,6370,6.32571996,7.053132903,4,0,50,6170,6.127110228,12.17645815,2,0,149,361,0.358490566,1.341931527,0,0,19,-29,-0.043413174,0.203938058,0,-1,0,504,0.500496524,1.841035924,0,0,25,46,0.045680238,0.348097226,0,0,5,151,0.149950348,0.644873882,0,0,12,1132,1.124131082,3.19689891,0,0,32
archaius-core,0.7.4,49,"Feb, 2016",206,30,0.145631068,0.770274161,0,0,8,86,0.417475728,3.013868017,0,0,42,2625,12.74271845,43.0979239,0,0,415,779,3.781553398,5.540612761,2,0,44,331,1.606796117,3.141500718,0,0,23,171,0.830097087,2.233943683,0,0,15,0,0,0,0,0,0,78,0.378640777,1.022827309,0,0,7,85,0.412621359,0.915788836,0,0,5,150,0.72815534,1.05640139,0,0,5,1639,7.95631068,13.20986453,3,0,105,1869,9.072815534,12.08464209,5,0,72,69,0.334951456,0.96243682,0,0,7,39,0.189320388,0.710947512,0,0,6,602,2.922330097,6.683345621,1,0,53,66,0.32038835,1.278059445,0,0,14,8447,41.00485437,49.50816612,25.5,0,388,0,0,0,0,0,0,1588,7.708737864,16.80861049,1,0,100,58,0.281553398,0.795321389,0,0,7,121,0.587378641,1.580254972,0,0,13,426,2.067961165,5.053397091,0,0,38,10450,50.72815534,220.8185082,1,-1,1033,-5,-0.040322581,0.197512727,0,-1,0,900,4.368932039,5.92553843,2,0,44,211,1.024271845,2.133219988,0,0,18,483,2.344660194,6.336317745,0,0,44,120,0.582524272,2.050695405,0,0,20,1255,6.09223301,10.77378199,2,0,81,172,0.834951456,2.081730459,0,0,15,274,1.330097087,0.770028185,1,0,7,964,4.67961165,6.472777656,2,0,45,125,0.606796117,2.091971279,0,0,18,15,0.072815534,0.600437917,0,0,8,8576,41.63106796,60.61602304,20,0,402,23,0.111650485,0.634119473,0,0,7,859,4.169902913,4.225966997,3,0,23,1021,4.95631068,8.710690599,1,0,60,77,0.373786408,0.900456379,0,0,6,-5,-0.040322581,0.197512727,0,-1,0,39,0.189320388,0.986782169,0,0,8,13,0.063106796,0.297793607,0,0,2,24,0.116504854,0.563974932,0,0,7,291,1.412621359,3.872307678,0,0,27
argonaut,6.1,77,"Apr, 2015",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
armeria,1.1.0,41,"Sep, 2020",3036,614,0.202306425,2.241205169,0,0,82,778,0.256342669,1.441059703,0,0,57,103165,33.99176277,225.2488559,1,0,7596,8395,2.766062603,6.029150907,1,0,101,6062,1.997364086,5.328805656,0,0,128,2392,0.788138386,4.289644019,0,0,122,3617,1.191762768,3.91691875,0,0,75,863,0.284349259,2.32407413,0,0,83,1446,0.476441516,2.170171853,0,0,50,2492,0.821087315,1.140991833,0,0,7,26760,8.817133443,15.1145866,4,0,301,41448,13.65667216,20.65298761,6,0,204,2051,0.675782537,1.943921277,0,0,31,5779,1.904118616,4.624570336,0,0,50,17987,5.926523888,13.99951283,1,0,236,697,0.229654036,1.296124126,0,0,29,124101,40.88995058,47.50163319,25,0,598,0,0,0,0,0,0,23361,7.697199341,21.93717227,2,0,402,654,0.215485997,1.154092223,0,0,40,2534,0.834925865,2.619478395,0,0,39,11946,3.936079077,7.787800394,1,0,110,141812,46.72553542,197.071868,1,-1,1034,-137,-0.06366171,0.244206079,0,-1,0,15128,4.984514003,7.463871942,3,0,105,4791,1.578583196,3.488185536,0,0,80,9532,3.140691928,12.13162438,0,0,288,2676,0.881713344,2.670583367,0,0,55,21104,6.95354201,14.38921776,2,0,181,4423,1.457331137,4.738975145,0,0,125,4349,1.432948929,1.077899442,1,0,17,17099,5.633937397,8.250612819,3,0,133,805,0.26523888,1.126987032,0,0,27,2,0.000658979,0.03630368,0,0,2,147788,48.69456343,81.15791036,20,0,1337,39,0.012850082,0.166885115,0,0,4,22429,7.390115321,7.654885073,5,0,74,22197,7.313673806,15.25212611,2,0,253,874,0.287973641,0.92897244,0,0,22,-137,-0.06366171,0.244206079,0,-1,0,572,0.188467875,3.566775029,0,0,108,107,0.035255354,0.301188416,0,0,6,691,0.2276771,0.981314403,0,0,16,3695,1.217462932,3.948601651,0,0,83
arouter-api,1.4.0,14,"Aug, 2018",90,0,0,0,0,0,0,75,0.833333333,3.995081245,0,0,36,1469,16.32222222,71.50089616,0,0,611,250,2.777777778,6.953744085,1,0,55,216,2.4,5.799651287,0,0,47,109,1.211111111,5.315853847,0,0,47,0,0,0,0,0,0,91,1.011111111,2.988722039,0,0,17,29,0.322222222,0.946047696,0,0,5,78,0.866666667,1.462643443,0,0,6,706,7.844444444,14.00394095,2,0,73,816,9.066666667,19.20954819,2,0,115,31,0.344444444,1.13336638,0,0,7,49,0.544444444,1.830829069,0,0,14,180,2,6.456422636,0,0,43,38,0.422222222,1.675854823,0,0,14,3071,34.12222222,39.40450775,22,0,187,0,0,0,0,0,0,511,5.677777778,14.0022693,1,0,90,17,0.188888889,0.634131175,0,0,4,158,1.755555556,4.853612372,0,0,27,192,2.133333333,6.337333647,0,0,50,1150,12.77777778,107.9542951,1,-1,1025,-3,-0.058823529,0.23763541,0,-1,0,321,3.566666667,7.090189456,2,0,55,112,1.244444444,2.70376812,0,0,12,101,1.122222222,2.397694481,0,0,13,67,0.744444444,2.568439001,0,0,16,478,5.311111111,11.45449663,1,0,64,82,0.911111111,5.187808622,0,0,47,121,1.344444444,0.689587258,1,0,4,352,3.911111111,7.277245504,2,0,55,26,0.288888889,0.939094046,0,0,7,1,0.011111111,0.105409255,0,0,1,3017,33.52222222,57.17924267,10,0,290,20,0.222222222,1.139463483,0,0,8,337,3.744444444,4.929984186,2,0,28,415,4.611111111,9.771196429,1,0,58,22,0.244444444,0.825317251,0,0,7,-3,-0.058823529,0.23763541,0,-1,0,65,0.722222222,4.635058822,0,0,42,1,0.011111111,0.105409255,0,0,1,1,0.011111111,0.105409255,0,0,1,93,1.033333333,3.370226545,0,0,21
