project,release,maven_reuse,maven_release,class_count,protectedFieldsQty_sum,protectedFieldsQty_average,protectedFieldsQty_stdev,protectedFieldsQty_median,protectedFieldsQty_min,protectedFieldsQty_max,nosi_sum,nosi_average,nosi_stdev,nosi_median,nosi_min,nosi_max,privateFieldsQty_sum,privateFieldsQty_average,privateFieldsQty_stdev,privateFieldsQty_median,privateFieldsQty_min,privateFieldsQty_max,staticFieldsQty_sum,staticFieldsQty_average,staticFieldsQty_stdev,staticFieldsQty_median,staticFieldsQty_min,staticFieldsQty_max,dit_sum,dit_average,dit_stdev,dit_median,dit_min,dit_max,lcc_sum,lcc_average,lcc_stdev,lcc_median,lcc_min,lcc_max,finalMethodsQty_sum,finalMethodsQty_average,finalMethodsQty_stdev,finalMethodsQty_median,finalMethodsQty_min,finalMethodsQty_max,totalMethodsQty_sum,totalMethodsQty_average,totalMethodsQty_stdev,totalMethodsQty_median,totalMethodsQty_min,totalMethodsQty_max,loc_sum,loc_average,loc_stdev,loc_median,loc_min,loc_max,publicMethodsQty_sum,publicMethodsQty_average,publicMethodsQty_stdev,publicMethodsQty_median,publicMethodsQty_min,publicMethodsQty_max,maxNestedBlocksQty_sum,maxNestedBlocksQty_average,maxNestedBlocksQty_stdev,maxNestedBlocksQty_median,maxNestedBlocksQty_min,maxNestedBlocksQty_max,anonymousClassesQty_sum,anonymousClassesQty_average,anonymousClassesQty_stdev,anonymousClassesQty_median,anonymousClassesQty_min,anonymousClassesQty_max,loopQty_sum,loopQty_average,loopQty_stdev,loopQty_median,loopQty_min,loopQty_max,parenthesizedExpsQty_sum,parenthesizedExpsQty_average,parenthesizedExpsQty_stdev,parenthesizedExpsQty_median,parenthesizedExpsQty_min,parenthesizedExpsQty_max,defaultFieldsQty_sum,defaultFieldsQty_average,defaultFieldsQty_stdev,defaultFieldsQty_median,defaultFieldsQty_min,defaultFieldsQty_max,comparisonsQty_sum,comparisonsQty_average,comparisonsQty_stdev,comparisonsQty_median,comparisonsQty_min,comparisonsQty_max,totalFieldsQty_sum,totalFieldsQty_average,totalFieldsQty_stdev,totalFieldsQty_median,totalFieldsQty_min,totalFieldsQty_max,variablesQty_sum,variablesQty_average,variablesQty_stdev,variablesQty_median,variablesQty_min,variablesQty_max,defaultMethodsQty_sum,defaultMethodsQty_average,defaultMethodsQty_stdev,defaultMethodsQty_median,defaultMethodsQty_min,defaultMethodsQty_max,synchronizedMethodsQty_sum,synchronizedMethodsQty_average,synchronizedMethodsQty_stdev,synchronizedMethodsQty_median,synchronizedMethodsQty_min,synchronizedMethodsQty_max,publicFieldsQty_sum,publicFieldsQty_average,publicFieldsQty_stdev,publicFieldsQty_median,publicFieldsQty_min,publicFieldsQty_max,lambdasQty_sum,lambdasQty_average,lambdasQty_stdev,lambdasQty_median,lambdasQty_min,lambdasQty_max,cbo_sum,cbo_average,cbo_stdev,cbo_median,cbo_min,cbo_max,logStatementsQty_sum,logStatementsQty_average,logStatementsQty_stdev,logStatementsQty_median,logStatementsQty_min,logStatementsQty_max,staticMethodsQty_sum,staticMethodsQty_average,staticMethodsQty_stdev,staticMethodsQty_median,staticMethodsQty_min,staticMethodsQty_max,protectedMethodsQty_sum,protectedMethodsQty_average,protectedMethodsQty_stdev,protectedMethodsQty_median,protectedMethodsQty_min,protectedMethodsQty_max,rfc_sum,rfc_average,rfc_stdev,rfc_median,rfc_min,rfc_max,returnQty_sum,returnQty_average,returnQty_stdev,returnQty_median,returnQty_min,returnQty_max,uniqueWordsQty_sum,uniqueWordsQty_average,uniqueWordsQty_stdev,uniqueWordsQty_median,uniqueWordsQty_min,uniqueWordsQty_max,wmc_sum,wmc_average,wmc_stdev,wmc_median,wmc_min,wmc_max,tryCatchQty_sum,tryCatchQty_average,tryCatchQty_stdev,tryCatchQty_median,tryCatchQty_min,tryCatchQty_max,innerClassesQty_sum,innerClassesQty_average,innerClassesQty_stdev,innerClassesQty_median,innerClassesQty_min,innerClassesQty_max,modifiers_sum,modifiers_average,modifiers_stdev,modifiers_median,modifiers_min,modifiers_max,numbersQty_sum,numbersQty_average,numbersQty_stdev,numbersQty_median,numbersQty_min,numbersQty_max,abstractMethodsQty_sum,abstractMethodsQty_average,abstractMethodsQty_stdev,abstractMethodsQty_median,abstractMethodsQty_min,abstractMethodsQty_max,visibleFieldsQty_sum,visibleFieldsQty_average,visibleFieldsQty_stdev,visibleFieldsQty_median,visibleFieldsQty_min,visibleFieldsQty_max,mathOperationsQty_sum,mathOperationsQty_average,mathOperationsQty_stdev,mathOperationsQty_median,mathOperationsQty_min,mathOperationsQty_max,finalFieldsQty_sum,finalFieldsQty_average,finalFieldsQty_stdev,finalFieldsQty_median,finalFieldsQty_min,finalFieldsQty_max,assignmentsQty_sum,assignmentsQty_average,assignmentsQty_stdev,assignmentsQty_median,assignmentsQty_min,assignmentsQty_max,synchronizedFieldsQty_sum,synchronizedFieldsQty_average,synchronizedFieldsQty_stdev,synchronizedFieldsQty_median,synchronizedFieldsQty_min,synchronizedFieldsQty_max,lcom_sum,lcom_average,lcom_stdev,lcom_median,lcom_min,lcom_max,privateMethodsQty_sum,privateMethodsQty_average,privateMethodsQty_stdev,privateMethodsQty_median,privateMethodsQty_min,privateMethodsQty_max,stringLiteralsQty_sum,stringLiteralsQty_average,stringLiteralsQty_stdev,stringLiteralsQty_median,stringLiteralsQty_min,stringLiteralsQty_max,tcc_sum,tcc_average,tcc_stdev,tcc_median,tcc_min,tcc_max
amqp-client,5.7.3,50,"Jul, 2019",300,637,2.123333333,4.347927145,0,0,39,1080,3.6,8.937538736,1,0,109,100,0.333333333,1.816559528,0,0,24,874,2.913333333,5.179631663,2,0,55,559,1.863333333,1.093300772,2,0,7,-4,-0.015267176,0.122848243,0,-1,0,27,0.09,0.798346954,0,0,12,2779,9.263333333,15.27038324,5,0,134,24592,81.97333333,115.8294471,47.5,0,851,2026,6.753333333,12.10872521,3,0,107,382,1.273333333,1.460272878,1,0,10,152,0.506666667,2.032336141,0,0,26,360,1.2,2.787933868,0,0,23,152,0.506666667,1.552844694,0,0,18,46,0.153333333,0.641243218,0,0,5,501,1.67,4.330157914,0,0,40,17,0.056666667,0.483979693,0,0,6,3090,10.3,15.62916834,6,0,154,72,0.24,1.319673619,0,0,19,47,0.156666667,1.242551947,0,0,13,242,0.806666667,2.079351155,0,0,24,171,0.57,2.058939234,0,0,18,2163,7.21,8.591387536,5,0,65,81,0.27,1.384493677,0,0,19,205,0.683333333,2.611344345,0,0,29,277,0.923333333,2.943865379,0,0,39,5195,17.31666667,24.5335697,11,0,198,1261,4.203333333,9.146630987,1,0,81,19250,64.16666667,65.83976868,47,0,596,4612,15.37333333,24.26306404,7.5,0,179,425,1.416666667,3.014411686,0,0,22,88,0.293333333,0.741025834,0,0,5,18805,62.68333333,243.5250388,1,0,1025,2202,7.34,16.39309341,1,0,147,2384,7.946666667,13.11451322,4,0,108,91,0.303333333,1.059116605,0,0,10,510,1.7,4.048617585,0,0,30,546,1.82,3.28891927,1,0,28,3540,11.8,18.03749347,6,0,154,0,0,0,0,0,0,32417,108.0566667,579.9478123,3,0,6568,404,1.346666667,3.396804847,0,0,26,3014,10.04666667,18.93885132,3,0,169,-4,-0.015267176,0.122848243,0,-1,0
android-async-http,1.4.9,99,"Sep, 2015",73,173,2.369863014,3.297755336,1,0,16,147,2.01369863,3.672318185,1,0,18,43,0.589041096,2.019595782,0,0,13,256,3.506849315,4.836560094,2,0,22,187,2.561643836,1.105369488,3,0,5,0,0,0,0,0,0,13,0.178082192,0.608789002,0,0,3,647,8.863013699,12.51367593,6,0,96,5873,80.45205479,97.23754435,53,0,642,550,7.534246575,11.04420687,6,0,87,115,1.575342466,1.508474286,1,0,5,45,0.616438356,0.82714598,0,0,4,68,0.931506849,2.992252808,0,0,23,56,0.767123288,2.111611733,0,0,15,37,0.506849315,1.965842254,0,0,12,202,2.767123288,6.118098261,1,0,38,2,0.02739726,0.164367706,0,0,1,586,8.02739726,11.3638958,5,0,62,5,0.068493151,0.30408182,0,0,2,21,0.287671233,1.136264006,0,0,7,146,2,2.891558595,1,0,13,0,0,0,0,0,0,625,8.561643836,7.376739534,8,0,47,91,1.246575342,2.465206899,0,0,13,33,0.452054795,1.384849529,0,0,8,53,0.726027397,1.455452144,0,0,9,1018,13.94520548,20.45651921,8,0,124,404,5.534246575,7.477897416,6,0,58,5516,75.56164384,76.98340122,51,0,525,1226,16.79452055,25.64986404,8,0,169,56,0.767123288,1.328329652,0,0,6,14,0.191780822,0.544097986,0,0,3,9317,127.630137,338.8528649,1,0,1025,250,3.424657534,7.090521467,0,0,33,610,8.356164384,11.90747882,6,0,92,3,0.04109589,0.260253945,0,0,2,112,1.534246575,2.651426198,1,0,13,190,2.602739726,3.596833971,1,0,16,715,9.794520548,13.9383154,5,0,80,0,0,0,0,0,0,6000,82.19178082,375.7472428,15,0,3122,39,0.534246575,1.131397756,0,0,5,432,5.917808219,7.070583476,3,0,32,0,0,0,0,0,0
android-gif-drawable,1.2.8,13,"Aug, 2017",38,62,1.631578947,2.318212879,1,0,9,131,3.447368421,8.342976876,0,0,45,7,0.184210526,0.456500387,0,0,2,93,2.447368421,3.414574236,1.5,0,19,67,1.763157895,1.601253066,1,0,10,0,0,0,0,0,0,3,0.078947368,0.273276313,0,0,1,422,11.10526316,18.24871632,5,0,88,2658,69.94736842,87.13330805,36,0,438,260,6.842105263,12.06855713,3.5,0,69,43,1.131578947,1.189391228,1,0,4,10,0.263157895,0.644486409,0,0,3,19,0.5,1.289248681,0,0,5,13,0.342105263,0.780724396,0,0,4,1,0.026315789,0.162221421,0,0,1,69,1.815789474,3.178094475,0.5,0,15,33,0.868421053,4.412335611,0,0,27,233,6.131578947,6.991002142,3.5,0,31,78,2.052631579,8.083842304,0,0,50,5,0.131578947,0.414014795,0,0,2,20,0.526315789,1.032887375,0,0,4,0,0,0,0,0,0,323,8.5,7.195156028,6.5,0,37,0,0,0,0,0,0,65,1.710526316,6.958983674,0,0,42,9,0.236842105,0.589741607,0,0,3,513,13.5,16.43455489,8.5,0,84,178,4.684210526,9.415643289,1,0,49,3026,79.63157895,102.5832348,35,0,553,647,17.02631579,25.43193018,7,0,122,17,0.447368421,1.031853971,0,0,5,15,0.394736842,1.516387487,0,0,9,3147,82.81578947,279.4781677,1,0,1025,254,6.684210526,11.8734436,2.5,0,57,348,9.157894737,14.36874671,5,0,74,23,0.605263158,1.568946517,0,0,9,48,1.263157895,2.992641521,0,0,16,48,1.263157895,2.250335837,0,0,10,324,8.526315789,10.19734158,5,0,47,0,0,0,0,0,0,3290,86.57894737,325.8637281,0.5,0,1958,75,1.973684211,6.131385109,0.5,0,37,65,1.710526316,3.030546242,0,0,11,0,0,0,0,0,0
angular,1.3.15,0,"May, 2015",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
angular,1.3.17,5,"Jul, 2015",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
angularjs,1.2.27,24,"Nov, 2014",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
animated-gif,0.12.0,20,"Jul, 2016",533,1808,3.404896422,4.618655213,2,0,37,2825,5.320150659,9.114323621,2,0,91,444,0.836158192,2.421112236,0,0,25,2433,4.581920904,5.803249974,2,0,37,831,1.564971751,1.207295805,1,0,14,-5,-0.010438413,0.101740172,0,-1,0,43,0.080979284,0.466860027,0,0,5,4725,8.898305085,9.192953462,6,0,78,41842,78.79849341,89.37108813,50,0,756,3532,6.651600753,7.359315255,4,0,76,491,0.924670433,1.03064993,1,0,5,210,0.395480226,1.014004905,0,0,9,301,0.566854991,1.607985173,0,0,17,266,0.50094162,1.361706428,0,0,11,42,0.079096045,0.932310951,0,0,15,987,1.858757062,4.105772921,0,0,32,186,0.350282486,1.617619645,0,0,17,5682,10.70056497,15.17914345,6,0,149,82,0.154425612,0.759017612,0,0,11,1,0.001883239,0.043396304,0,0,1,608,1.145009416,2.467079197,0,0,25,0,0,0,0,0,0,5187,9.768361582,7.883647809,8,0,50,166,0.312617702,1.524705639,0,0,16,656,1.235404896,4.23319639,0,0,78,271,0.510357815,1.633778484,0,0,19,8123,15.29755179,16.69555284,10,0,109,2326,4.380414313,6.75349753,2,0,54,35140,66.17702448,52.29245336,49,0,440,7398,13.93220339,16.52679695,9,0,151,224,0.421845574,1.260058842,0,0,14,136,0.256120527,0.845819473,0,0,12,30523,57.48210923,232.7745552,1,0,1025,7697,14.4952919,49.46057584,1,0,676,3905,7.354048964,7.650063361,5,0,76,139,0.261770245,1.089065668,0,0,12,991,1.866290019,4.979487469,0,0,51,1190,2.241054614,3.51416138,1,0,25,6541,12.31826742,17.51986543,6,0,150,0,0,0,0,0,0,18376,34.60640301,107.7137256,1,0,1252,840,1.581920904,3.214702792,0,0,26,1349,2.540489642,7.557063355,0,0,110,-5,-0.010438413,0.101740172,0,-1,0
archaius-core,0.7.4,49,"Feb, 2016",113,186,1.646017699,2.631947792,1,0,18,561,4.96460177,8.46308075,2,0,53,39,0.345132743,1.314547121,0,0,8,297,2.628318584,3.882641521,1,0,23,168,1.486725664,0.936511805,1,0,7,-2,-0.021052632,0.144321403,0,-1,0,10,0.088495575,0.342196741,0,0,2,753,6.663716814,7.867894322,4,0,45,7389,65.38938053,72.92565118,43,0,402,611,5.407079646,6.687724854,3,0,44,116,1.026548673,1.16848633,1,0,5,53,0.469026549,1.018321417,0,0,7,119,1.053097345,2.738093406,0,0,18,78,0.690265487,4.046779244,0,0,42,15,0.132743363,0.807381402,0,0,8,263,2.327433628,4.995430909,0,0,27,16,0.14159292,0.548817831,0,0,4,942,8.336283186,10.52938967,6,0,60,28,0.247787611,0.738373858,0,0,4,21,0.185840708,0.714001208,0,0,5,169,1.495575221,2.850826615,0,0,15,0,0,0,0,0,0,724,6.407079646,4.341735104,5,0,23,59,0.522123894,1.247120577,0,0,7,118,1.044247788,2.683911659,0,0,20,49,0.433628319,1.125008779,0,0,6,1617,14.30973451,13.98154373,10,0,72,351,3.10619469,6.541574231,1,0,38,7021,62.13274336,57.13056857,41,0,388,1345,11.90265487,16.5372764,6,0,105,74,0.654867257,1.132080193,0,0,5,22,0.194690265,0.742322695,0,0,7,8300,73.45132743,263.822417,1,0,1025,465,4.115044248,8.135846839,0,0,44,692,6.123893805,7.167800947,4,0,44,57,0.504424779,1.658979322,0,0,14,103,0.911504425,2.02024363,0,0,13,161,1.424778761,2.634948189,0,0,15,1139,10.07964602,13.12518135,6,0,81,0,0,0,0,0,0,2319,20.52212389,56.03555908,1,0,415,65,0.575221239,1.237835883,0,0,7,1484,13.13274336,21.17297149,5,0,100,-2,-0.021052632,0.144321403,0,-1,0
argonaut,6.1,77,"Apr, 2015",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
armeria,1.1.0,41,"Sep, 2020",1502,4057,2.702864757,4.509211142,1,0,80,15368,10.23850766,18.37905718,4,0,236,572,0.38107928,5.065439938,0,0,108,5051,3.36508994,7.0355256,2,0,128,2500,1.665556296,1.334193704,1,0,17,-13,-0.01010101,0.100033769,0,-1,0,99,0.065956029,0.419897093,0,0,6,12328,8.213191206,9.683930979,5,0,133,119212,79.42171885,102.9299893,46,0,1337,6345,4.227181879,7.705475585,1,0,101,1796,1.196535643,1.280890832,1,0,7,471,0.313790806,1.432295251,0,0,40,719,0.479013991,1.541122738,0,0,27,637,0.424383744,1.983711598,0,0,57,0,0,0,0,0,0,3086,2.055962692,5.286920914,0,0,83,27,0.017988008,0.187108389,0,0,3,19100,12.7248501,19.75944269,6,0,253,3657,2.43637575,4.575964298,1,0,50,608,0.405063291,3.173822251,0,0,82,2304,1.534976682,5.999967429,0,0,122,2976,1.982678215,5.223380108,0,0,75,15846,10.55696203,9.083845725,8,0,74,745,0.496335776,3.181952215,0,0,83,2186,1.456362425,3.274588192,0,0,55,469,0.312458361,1.170884859,0,0,22,34104,22.72085276,25.18785471,15,0,204,8932,5.950699534,9.785511459,2,0,110,89744,59.78947368,53.80805066,44,0,598,20326,13.54163891,19.02154301,8,0,301,1302,0.867421719,2.997623161,0,0,50,649,0.432378414,1.325741656,0,0,16,120273,80.12858095,259.2456032,16,0,1025,8554,5.698867422,16.6877977,1,0,288,10540,7.021985343,8.66203496,4,0,105,422,0.281145903,0.958942622,0,0,16,2178,1.451032645,3.484599537,0,0,39,3814,2.540972685,6.430900931,1,0,125,18673,12.44037308,18.48162896,6,0,181,0,0,0,0,0,0,78067,52.00999334,303.1985783,3,0,7596,1857,1.237175217,2.524224716,0,0,31,19778,13.17654897,29.74852618,4,0,402,-13,-0.01010101,0.100033769,0,-1,0
arouter-api,1.4.0,14,"Aug, 2018",52,108,2.076923077,3.283029172,0,0,12,176,3.384615385,8.248954411,0,0,43,65,1.25,6.067835483,0,0,42,207,3.980769231,7.220587083,1.5,0,47,83,1.596153846,0.822707519,1,0,4,-2,-0.052631579,0.226294286,0,-1,0,1,0.019230769,0.138675049,0,0,1,281,5.403846154,9.182804936,2,0,55,2705,52.01923077,69.4881822,17,0,290,213,4.096153846,8.847863629,2,0,55,65,1.25,1.702074858,0.5,0,6,17,0.326923077,0.809772513,0,0,4,23,0.442307692,1.194980704,0,0,7,75,1.442307692,5.192050717,0,0,36,1,0.019230769,0.138675049,0,0,1,89,1.711538462,4.317481739,0,0,21,20,0.384615385,1.483951352,0,0,8,400,7.692307692,11.95668401,3,0,58,15,0.288461538,1.943682965,0,0,14,0,0,0,0,0,0,109,2.096153846,6.886359394,0,0,47,0,0,0,0,0,0,278,5.346153846,5.907405175,4,0,28,80,1.538461538,3.811548697,0,0,17,66,1.269230769,3.290600902,0,0,16,22,0.423076923,1.054331009,0,0,7,755,14.51923077,23.798575,5.5,0,115,178,3.423076923,8.061883578,1,0,50,2481,47.71153846,46.97238928,29.5,0,187,617,11.86538462,17.3001517,3.5,0,73,24,0.461538462,1.179257634,0,0,5,1,0.019230769,0.138675049,0,0,1,1138,21.88461538,141.8981482,1,0,1025,84,1.615384615,2.808627089,0,0,13,250,4.807692308,9.016408705,2,0,55,33,0.634615385,2.133108255,0,0,14,153,2.942307692,6.133845231,1,0,27,82,1.576923077,6.77465332,0,0,47,458,8.807692308,14.07687362,2,0,64,0,0,0,0,0,0,1389,26.71153846,92.89300962,0,0,611,31,0.596153846,1.445203227,0,0,7,477,9.173076923,17.60205108,2,0,90,-2,-0.052631579,0.226294286,0,-1,0
